Filename,ClassId
08116,28
04171,10
01188,8
07064,11
06624,2
06183,18
08577,35
08905,36
04962,5
04510,31
05350,1
09337,13
05885,13
09490,25
12609,5
06245,3
03969,13
06990,2
07405,13
07877,39
02662,13
10817,31
10465,13
03022,28
11582,9
03785,1
11225,5
05669,5
00137,7
12497,38
00690,5
12330,15
01777,3
04029,16
03443,12
03831,4
11644,10
02203,10
10004,25
04448,17
01316,5
08388,25
00924,25
00556,13
05208,5
12027,1
00587,30
09519,1
00220,2
04499,1
01812,12
01460,10
08359,1
10772,18
02575,29
02907,12
11132,18
03492,18
11695,18
03335,1
06819,23
01001,1
08738,22
12446,10
09178,10
00641,8
11921,38
11553,38
03754,10
10313,9
02114,2
05828,11
00304,36
12103,1
01544,25
01936,8
02823,12
02451,35
10656,1
03211,1
11016,25
01125,7
01682,38
00765,4
12562,8
03670,35
11477,14
11805,2
06689,39
02030,10
10590,2
02797,10
10237,25
10541,11
10933,11
07018,9
02746,12
11301,10
03106,31
06658,18
12214,12
00013,5
01653,10
11760,18
06239,18
03915,4
03567,22
10120,8
02480,42
10687,17
02327,2
07479,1
01595,8
08979,23
01232,4
00472,3
00800,38
05615,17
09672,2
08795,13
08032,5
04055,22
10419,41
07140,12
11259,10
06700,5
04393,10
08821,42
08453,4
04434,1
04846,13
00958,5
05274,31
09213,10
03398,7
11638,13
06361,1
10078,6
07286,28
07953,29
07521,23
07257,2
02509,5
07982,1
03349,11
06865,17
06417,8
09917,13
09565,9
05502,2
05970,10
00989,39
04342,33
08325,12
04897,35
08482,11
11288,25
06076,5
03728,18
02168,13
07636,38
07191,8
04723,4
08744,4
04084,12
09104,8
05163,11
01291,38
01536,38
01944,11
04268,31
12171,35
05428,2
00376,41
11064,5
03263,3
10624,18
02384,22
10183,12
02851,10
02423,22
12510,4
09789,9
00717,36
05049,2
04609,5
01157,35
10245,25
10990,15
02042,7
11405,2
11877,18
03602,2
03174,35
11373,5
02734,5
10294,18
02093,11
10533,11
10941,13
01621,7
08118,31
01186,22
09758,3
00061,10
12266,1
05098,1
02355,18
07879,2
02880,4
10152,15
03967,3
03515,7
11712,5
09339,31
00400,38
00872,10
12607,1
01240,12
08579,38
01995,13
01779,35
04027,12
08040,2
04780,18
09600,13
12499,12
05667,33
00139,38
06772,4
07132,5
07695,1
10819,9
09261,25
00558,13
05206,1
04446,5
04834,7
01318,13
08853,10
08421,4
08386,2
07921,16
07553,33
06313,4
06817,5
06465,8
07582,23
07225,33
02909,14
08882,12
04497,5
08357,33
04330,31
00589,5
12029,4
05570,13
05902,4
09965,35
09517,1
07644,12
06004,30
12448,15
05111,1
09176,8
08091,2
08736,5
04751,17
06541,16
06933,5
11018,38
07301,3
10658,25
08273,8
01938,5
04214,17
05826,14
05454,5
09433,31
09841,28
09394,5
07760,29
10239,11
02799,8
06120,2
06687,20
11479,36
05035,12
09052,2
05792,5
08612,13
04675,39
04103,17
08164,25
09083,25
09724,5
05743,31
03108,38
06656,31
07016,38
02748,31
09890,13
05485,5
09345,36
05322,3
04910,13
04562,31
08505,4
08977,3
02329,14
07477,7
07805,12
10689,12
06590,11
06237,33
03569,13
11257,5
11982,1
03050,11
10865,11
10417,32
02610,18
01705,35
12342,18
00145,18
07288,5
10076,11
02271,13
11636,2
03396,13
11191,1
03431,4
03843,1
00283,18
12084,35
00956,42
00524,11
04848,11
01364,4
01860,9
01412,18
04899,7
00252,4
09919,10
00987,31
12055,1
03347,35
06419,11
03892,10
11140,12
07259,5
02507,2
02975,1
10700,36
00633,5
12393,1
00194,31
12434,16
01073,39
02166,13
07638,12
10361,4
06078,4
03726,8
11286,22
03081,13
11953,15
11521,17
07306,27
02458,13
03218,38
06934,13
06546,33
09393,8
05453,8
05821,12
09846,4
09434,25
08274,3
04213,13
06680,10
06127,30
03679,17
10599,4
02039,12
07767,18
08615,30
04672,18
05795,9
05032,38
09055,37
09723,11
05744,3
09084,5
04104,38
08163,1
07011,10
10548,2
06651,18
11308,32
04565,25
04917,9
08970,2
08502,15
09342,17
00809,4
05325,31
09897,2
05482,15
06230,7
11769,12
06597,4
07802,13
07470,5
02489,25
10129,1
07149,35
02617,5
10410,17
10862,18
11985,8
03057,35
06709,25
11250,7
00142,6
12345,31
01702,32
11196,25
06368,14
03844,13
03436,9
11631,7
03391,31
02276,25
07528,31
10071,4
01363,11
08828,5
12083,12
00523,14
00951,25
00284,1
00980,13
12052,9
05979,14
00255,28
01415,12
01867,33
10707,1
02972,29
02500,1
03895,5
11147,38
03340,4
01074,14
00193,38
12433,31
00634,4
12394,10
03086,38
11526,9
11954,14
03721,6
11281,17
10366,13
07198,13
02161,1
00371,18
09448,12
05388,14
12176,14
08208,1
01943,10
01531,1
01296,29
10184,11
02424,6
02856,13
10623,1
02383,7
03264,34
06948,42
11063,38
08669,12
01150,32
00710,2
09029,13
12517,15
03605,22
11870,18
11402,4
10997,13
02045,4
10242,13
02094,25
10946,2
10534,10
02733,12
10293,33
11374,10
03173,34
12261,17
05738,10
00066,18
01181,17
01626,38
04178,5
11715,35
06999,12
03512,18
03960,31
02887,2
10155,25
02352,2
01992,22
04519,7
01247,2
12600,35
09499,4
00875,1
00407,25
05359,12
12339,18
00699,2
09607,17
05660,31
04787,8
04020,28
08047,18
07692,25
07135,7
06775,12
08381,8
04833,30
04441,7
08426,5
08854,17
09266,2
05201,2
06314,35
03838,5
07554,12
07926,5
07222,2
07585,4
06462,31
06810,13
05905,10
05577,18
00229,36
09510,1
09962,5
08350,9
01469,20
04337,1
08885,2
04490,36
06003,1
11928,11
07643,4
08731,38
04756,33
01008,12
08096,13
00648,1
05116,15
09171,13
02511,28
02963,17
10716,25
03351,1
03884,12
11156,4
05968,8
00244,35
00991,23
12043,1
01876,38
01404,17
03730,25
11290,7
03097,13
11945,2
11537,1
02170,18
10377,38
07189,11
01065,12
00625,13
12385,11
00182,36
12422,11
12354,26
00153,25
01713,30
10873,9
10401,4
07158,17
02606,28
11241,1
11994,9
03046,28
06718,18
01372,2
08839,5
00295,1
12092,35
00940,13
00532,30
11620,4
03380,12
11187,12
06379,34
03427,4
03855,38
10060,35
02267,12
07539,12
10559,25
07000,9
11319,35
06640,10
09095,31
09732,28
05755,4
04115,18
08172,38
11778,35
06586,2
06221,5
02498,38
10138,10
07461,30
07813,7
04906,5
04574,2
08513,1
08961,3
09886,0
05493,38
09353,11
00818,1
05334,8
05830,3
05442,4
09425,13
09857,17
09382,28
08265,11
04202,13
07317,8
02449,9
03209,2
06557,8
06925,5
08604,38
04663,6
05023,25
09044,4
05784,38
06136,42
03668,14
06691,10
10588,10
02028,4
07776,40
05566,38
05914,1
00238,4
09973,1
09501,17
08894,41
04481,10
08341,6
01478,4
04326,2
07594,39
07233,7
06801,17
06473,15
08087,9
08720,4
04747,12
01019,5
00659,10
05107,38
09160,32
11939,13
06012,1
07652,31
07124,1
07683,5
06764,10
09616,35
05671,2
12328,5
00688,17
04031,1
08056,39
04796,25
06305,33
03829,38
07937,5
07545,1
04450,17
04822,13
08845,14
08437,11
08390,3
09277,18
05210,10
05729,5
00077,10
12270,26
01637,5
04169,14
01190,10
02722,12
10282,12
02085,31
10525,8
10957,36
03162,33
11365,9
04508,12
01256,31
01983,2
00416,10
00864,1
05348,4
12611,11
09488,35
03971,34
03503,10
11704,35
06988,2
02343,1
02896,12
10144,25
10632,17
02392,11
10195,3
02847,31
02435,11
11072,12
03275,4
06959,9
05399,9
12167,39
00360,9
09459,5
01287,10
08219,22
01520,8
01952,5
11413,4
11861,9
03614,35
10253,10
10986,26
02054,18
08678,6
01141,33
12506,25
00701,4
09038,5
08346,17
04321,5
08893,10
04486,1
05913,33
05561,12
09506,27
09974,11
00598,2
12038,4
06474,35
06806,38
07234,18
02918,30
07593,26
05100,5
09167,31
12459,31
08727,9
04740,13
08080,2
07655,13
06015,5
06763,7
07684,1
10808,13
07123,8
04791,31
01768,1
04036,13
08051,5
09611,20
12488,38
05676,25
00128,1
07542,17
07930,26
06302,35
09270,11
00549,12
05217,17
08397,12
04825,4
04457,3
01309,6
08430,40
08842,1
01197,9
01630,11
08109,35
12277,13
05089,9
09749,2
00070,11
11362,30
03165,17
02082,15
10950,17
10522,16
02725,15
10285,25
12616,31
09328,36
00863,2
00411,14
01984,10
01251,1
08568,1
02891,39
10143,9
02344,25
07868,35
11703,13
03504,12
03976,38
03272,35
11075,5
10192,2
02432,35
02840,12
10635,28
02395,2
01955,1
01527,2
04279,17
01280,2
05439,1
00367,38
12160,5
10981,35
02053,5
10254,13
03613,9
11866,11
11414,41
00706,12
05058,9
12501,17
09798,2
04618,25
01146,9
03883,7
11151,10
03356,2
06408,4
10711,8
07248,33
02964,9
02516,12
04888,1
01403,2
01871,33
00996,25
12044,12
00243,4
09908,13
10370,14
02177,14
07629,12
03090,4
11530,18
11942,7
06069,5
03737,22
11297,10
00185,25
12425,13
00622,1
12382,11
01062,13
01714,42
00154,17
12353,36
11993,11
03041,13
11246,18
02601,25
10406,1
10874,10
12095,3
00535,31
00947,1
00292,13
04859,14
01375,26
02260,10
07299,7
10067,18
11180,9
03852,9
03420,4
11627,13
03387,11
03119,38
06647,35
07007,17
02759,36
04112,23
08175,18
09735,38
05752,6
09092,35
02338,8
07814,31
07466,9
10698,9
06226,25
03578,4
06581,13
09354,15
05333,1
09881,23
05494,2
04573,2
04901,31
08966,23
08514,17
08262,12
01929,1
04205,2
09385,13
05445,30
05837,2
09850,31
09422,38
11009,38
06922,17
06550,18
10649,12
07310,14
05783,14
05024,13
09043,9
08603,23
04664,38
10228,9
02788,8
07771,8
06696,4
11468,31
06131,1
02916,1
02564,9
10763,11
11684,7
03324,35
06808,38
11123,10
03483,1
09508,1
00231,13
12036,3
00596,4
01471,2
01803,7
08348,31
04488,8
03745,30
11542,13
11930,4
02105,6
10302,4
01010,8
08729,25
09169,38
00650,32
12457,17
00681,14
12321,3
05678,14
00126,10
12486,17
01766,14
04038,18
10474,4
10806,33
02673,4
03794,9
11234,1
03033,38
11593,30
08399,13
04459,9
01307,25
00547,1
00935,11
05219,12
11655,30
03820,18
03452,1
10015,6
02212,35
07075,38
06192,31
06635,23
05087,1
12279,9
05720,35
09747,38
01199,38
08107,13
04160,27
06981,16
06254,1
03978,31
07866,4
07414,28
08914,3
08566,35
04501,25
04973,10
05894,11
09481,10
12618,8
05341,25
09326,28
09822,26
09450,39
05437,10
05845,3
00369,13
05390,15
01529,38
04277,10
08210,10
07362,2
06950,9
06522,14
06285,31
04616,38
01148,5
08671,18
09031,30
00708,18
05056,8
09796,2
06143,11
11868,5
07703,38
00998,9
09574,5
09906,35
05961,7
05513,1
04886,33
08493,7
04353,18
08334,13
07993,30
07246,30
02518,38
03358,22
06406,17
06874,5
04095,1
04732,25
08755,9
09115,8
05172,23
11299,2
06067,13
03739,31
07180,14
02179,12
07627,31
07151,5
10408,7
06711,8
11248,38
05604,4
09663,11
08023,9
04044,25
08784,42
06370,35
03389,2
11629,7
07530,1
07942,15
10069,35
07297,9
08442,13
08830,2
04857,38
04425,28
04382,2
00949,22
05265,1
09202,12
00002,38
12205,5
01642,35
07009,1
02757,18
10922,23
10550,9
03117,36
06649,4
11310,8
08968,6
01223,14
01584,2
00811,31
00463,17
06228,35
03576,8
03904,25
11771,4
10696,12
02336,8
07468,3
10131,33
02491,9
10647,3
02440,11
02832,34
11007,8
03200,5
12112,18
05839,30
00315,42
01927,31
01555,1
11814,8
11466,12
06698,34
03661,2
02786,13
10226,1
02021,25
10581,17
01693,17
01134,4
12573,12
00774,3
01878,7
04354,13
08333,4
04881,10
08494,2
09901,2
09573,2
05514,38
05966,9
06873,2
06401,4
11158,17
07241,9
07994,3
10718,12
09112,3
05175,16
04735,1
08752,9
04092,10
07620,2
07187,28
10379,10
06060,2
11539,5
03099,5
03048,11
06716,13
07156,12
02608,33
08783,7
08024,38
04043,26
05603,8
09664,14
07290,25
02269,2
07945,1
07537,38
06377,13
03429,35
11189,2
05262,3
09205,35
04385,8
08837,18
08445,7
04422,2
04850,7
01645,5
12202,38
00005,38
11317,4
03110,2
10557,11
10925,3
02750,9
09888,12
00464,2
00816,11
01583,11
04908,16
01224,17
10136,8
02496,3
10691,23
02331,38
06588,5
11776,35
03903,12
03571,11
03207,25
06559,4
11000,7
07319,3
02835,1
02447,6
10640,26
01552,5
01920,8
09859,18
00312,38
12115,1
02026,1
07778,7
10586,18
02781,25
10221,8
06138,38
03666,25
11461,2
11813,39
00773,28
12574,7
01133,4
01694,5
11124,22
03484,4
11683,5
03323,1
10764,2
02563,11
02911,12
01804,11
01476,2
04328,9
12031,8
00591,13
05568,32
00236,12
10305,8
02102,8
11937,6
11545,18
03742,25
12450,7
00657,13
05109,25
08089,1
04749,2
01017,4
08058,18
01761,37
04798,38
00121,7
12481,2
09618,35
00686,14
12326,26
03034,9
11594,2
03793,12
11233,28
02674,12
10801,8
10473,1
00932,5
00540,8
09279,11
08439,15
01300,38
02215,1
07939,10
10012,1
03455,5
03827,12
11652,6
06632,18
06195,3
07072,11
10959,10
08100,28
01639,9
04167,5
05727,42
00079,25
09740,8
05080,14
07413,5
07861,2
02898,8
06253,1
06986,29
00418,10
05346,17
09321,3
05893,26
09486,8
08561,23
08913,38
04974,13
04506,1
01258,9
01289,34
04270,13
08217,33
12169,1
05397,35
09457,28
09825,11
05842,5
05430,31
06282,7
06525,3
06957,5
07365,5
02849,1
09791,20
12508,1
09036,28
05051,14
04611,33
08676,5
07704,10
10988,3
06144,12
07970,9
07502,8
02989,18
06342,14
06897,18
09230,12
05257,15
00509,3
09597,38
05982,9
01349,2
04417,1
04865,9
08802,5
08470,1
06723,30
06084,17
07163,3
10848,38
04076,5
01728,31
08011,13
09651,5
00168,29
05636,15
05191,13
12419,31
09680,38
05140,13
09127,25
08767,4
04700,33
10899,13
07615,13
06055,35
01398,10
08306,12
04361,10
05286,10
12078,38
05521,8
05953,35
09934,12
09546,18
06393,18
06846,28
06434,31
02958,9
07274,14
10214,18
02013,10
11454,18
11826,9
03653,38
12541,38
05018,12
00746,4
08198,5
01106,8
04658,25
03595,3
11035,38
03232,11
11792,8
10675,31
02800,4
02472,5
04239,38
01567,10
01915,38
00480,11
12120,18
00327,38
05479,15
09368,35
00451,35
00823,4
01211,12
08528,2
07828,35
02304,17
10103,12
03936,38
03544,2
11743,4
01670,14
08149,2
04689,11
09709,38
12590,25
00030,5
12237,1
00797,15
11485,33
03125,7
11322,12
03682,13
02765,31
10562,38
10910,41
09999,2
00907,31
00575,33
01492,8
01335,2
04819,30
02587,9
10027,13
02220,8
10780,18
11667,9
06499,4
03460,12
03812,3
01754,38
12313,14
00114,20
11206,10
03001,36
10834,29
10446,4
02641,11
10497,3
07669,2
02137,10
10330,26
02690,35
03777,11
06029,25
11902,15
11570,15
00662,2
12465,8
01022,11
01785,25
06448,7
03316,3
11111,5
02556,7
02924,8
07208,2
10751,13
01831,5
01443,4
00203,1
09948,10
12004,1
05064,11
09003,17
08643,38
04624,8
04183,4
07731,1
10268,4
07096,31
06171,14
03188,36
11428,1
08222,5
04245,8
01969,12
08585,33
04990,2
05877,5
05405,31
09462,9
09810,6
06510,11
06962,38
11049,12
07350,15
10609,38
07885,20
07381,38
07426,8
07854,38
02378,18
11098,1
03538,10
06266,18
09314,2
05373,1
04294,9
04941,13
04533,12
08554,1
08926,18
06607,5
03159,5
02719,9
07047,3
08692,25
04152,9
08135,41
09775,12
05712,23
01332,4
08879,23
01495,38
00572,41
00900,11
03815,35
03467,38
06339,38
11660,25
07579,4
02227,8
10787,28
02580,1
10020,1
00113,10
12314,25
01753,18
02646,5
07118,25
10441,8
10833,16
06758,25
03006,34
11201,9
06789,5
11577,5
11905,38
03770,18
10337,11
02697,38
10490,8
02130,16
01782,5
01025,25
12462,4
00665,10
10756,17
02923,10
02551,9
11116,2
03311,15
12003,5
00204,17
05928,2
01444,11
01836,12
04184,41
08644,2
04623,12
05063,36
09004,4
03628,5
06176,35
11388,1
07091,31
07736,1
02068,15
00889,2
05402,13
05870,28
09817,38
09465,2
08582,4
04997,4
08225,17
04242,2
07882,17
02409,8
07357,11
06965,8
06517,9
03249,11
06261,9
11738,26
03298,18
07853,13
07421,15
07386,13
10178,9
04534,5
04946,5
08921,13
08553,38
04293,35
09313,12
05374,9
00858,5
07040,5
10519,35
06600,4
11359,35
09772,31
05715,2
04155,12
08132,4
08695,5
06890,11
03869,33
06345,9
07505,28
07977,25
04862,4
04410,6
08477,14
08805,15
09590,7
05985,6
09237,1
05250,38
07164,18
06083,38
06724,12
12368,13
05196,1
09656,3
05631,3
01088,2
04071,1
08016,8
08760,35
01059,13
04707,38
05147,38
00619,38
09120,10
09687,2
06052,12
11979,17
07612,2
00278,31
05954,10
05526,11
09541,5
09933,3
05281,25
08301,25
04366,15
01438,10
07273,12
06433,5
06841,5
06394,5
03654,3
11821,18
11453,23
02014,22
10213,17
08638,1
01101,20
00741,1
09078,23
12546,31
02475,38
02807,13
10672,2
06919,2
03235,18
11795,2
03592,35
11032,13
00320,8
09419,10
00487,31
12127,32
08259,18
01912,9
01560,41
04599,1
08288,38
01216,13
04548,14
05308,2
00824,25
00456,14
11744,38
03543,8
03931,9
10104,10
02303,17
12230,2
00790,2
12597,10
00037,12
05769,33
04129,6
01677,1
10917,10
10565,2
02762,38
11325,18
03685,5
11482,13
03122,18
10789,38
07577,4
07905,3
02229,17
03469,38
06337,31
06490,22
05222,26
09245,25
05585,1
09990,2
08405,5
08877,14
04810,13
04462,38
06756,25
03008,31
02648,11
07116,17
08064,17
04003,2
05643,18
09624,5
09183,4
05692,12
09152,10
05135,5
04775,36
08712,38
02699,38
10339,8
07660,38
11579,4
06787,18
06020,2
04314,26
01838,17
08373,18
09294,4
09533,12
